name,DR2_desig,RA_J2000,DEC_J2000,D,e_D,Pmem,J,e_J,K,e_K,rprime,e_rprime,G,e_G,BP,RP,binary,Prot,SingleFlagD19,Gaia_desig_EDR3,Gaia_desig_DR2,tail?,G_EDR3,G_DR2,note
2MASS J05451367+7703202,Gaia DR2 504271599124398464,86.306986,77.055634,216.666,2.894,999.0,nan,nan,12.924,0.025,16.792,0.0078,16.3841,0.0008,17.7012,15.2865,0,nan,nan,Gaia EDR3 504271599124398464,Gaia DR2 504271599124398464,1,16.392023,16.384075,nan
2MASS J08042217+1600270,Gaia DR2 655146893925330816,121.092378,16.007524,213.409,4.056,999.0,nan,nan,13.05,0.026,16.99,0.09,16.4889,0.0009,17.8261,15.3846,0,nan,nan,Gaia EDR3 655146893925330816,Gaia DR2 655146893925330816,1,16.495453,16.48885,nan
2MASS J08071221+6240258,Gaia DR2 1091089819680643200,121.800895,62.673843,176.087,1.185,999.0,nan,nan,10.557,0.018,12.667,0.096,12.7733,0.0004,13.3978,12.0762,0,nan,nan,Gaia EDR3 1091089819680643200,Gaia DR2 1091089819680643200,1,12.784296,12.77329787,nan
2MASS J08084531+2518128,Gaia DR2 681114502418610688,122.18883,25.303558,176.387,6.314,999.0,nan,nan,13.619,0.035,18.5377,0.0085,17.6796,0.0018,19.4318,16.4032,0,nan,nan,Gaia EDR3 681114502418610688,Gaia DR2 681114502418610688,1,17.676804,17.679615,nan
2MASS J08094862+3838584,Gaia DR2 908834566101511552,122.452623,38.649559,172.126,2.706,999.0,nan,nan,12.735,0.027,16.675,0.09,16.5276,0.0013,18.094,15.331,0,nan,nan,Gaia EDR3 908834566101511552,Gaia DR2 908834566101511552,1,16.533356,16.527553,nan
2MASS J08100303+2532440,Gaia DR2 681144777643959296,122.51263,25.545572,200.976,2.055,999.0,nan,nan,12.09,0.018,15.7735,0.005,15.4296,0.0007,16.6356,14.378,0,nan,nan,Gaia EDR3 681144777643959296,Gaia DR2 681144777643959296,1,15.439158,15.42961536,nan
2MASS J08105733+1631414,Gaia DR2 656465036568844672,122.73891,16.528177,178.622,1.649,999.0,nan,nan,11.673,0.021,15.14,0.061,14.8601,0.0005,15.9759,13.8531,0,nan,nan,Gaia EDR3 656465036568844672,Gaia DR2 656465036568844672,0,14.866352,14.8601206,nan
2MASS J08111649+1602260,Gaia DR2 655683799197577344,122.818737,16.040569,207.662,1.579,999.0,nan,nan,10.56,0.019,12.364,0.02,12.4089,0.0005,12.9128,11.813,0,nan,nan,Gaia EDR3 655683799197577344,Gaia DR2 655683799197577344,1,12.420943,12.40892959,nan
2MASS J08111964+1946357,Gaia DR2 669616432586758400,122.831839,19.7766,188.255,5.047,999.0,nan,nan,13.336,0.029,18.4678,0.0083,17.5168,0.0015,19.4271,16.2157,0,nan,nan,Gaia EDR3 669616432586758400,Gaia DR2 669616432586758400,0,17.517452,17.516794,nan
2MASS J08113648+4000458,Gaia DR2 909477608604981888,122.902029,40.012737,124.402,0.631,999.0,nan,nan,11.126,0.018,14.816,0.02,14.4862,0.0004,15.7017,13.4372,0,nan,nan,Gaia EDR3 909477608604981888,Gaia DR2 909477608604981888,1,14.494639,14.48619101,nan
2MASS J08114665+1740114,Gaia DR2 656873230260202368,122.94438,17.669842,222.662,5.189,999.0,nan,nan,13.126,0.038,17.709,0.09,16.9357,0.0014,18.4884,15.7239,0,nan,nan,Gaia EDR3 656873230260202368,Gaia DR2 656873230260202368,1,16.937275,16.935669,nan
2MASS J08120440+1602373,Gaia DR2 655681565814562560,123.018337,16.04372,199.037,5.832,999.0,nan,nan,13.56,0.043,17.984,0.0068,17.3299,0.0014,18.8901,16.1347,0,nan,nan,Gaia EDR3 655681565814562560,Gaia DR2 655681565814562560,1,17.330883,17.3299,nan
2MASS J08123580+2056387,Gaia DR2 675931030944290560,123.149179,20.944111,187.839,6.294,999.0,nan,nan,13.799,0.046,18.8118,0.0097,17.8592,0.0016,19.6527,16.5573,0,nan,nan,Gaia EDR3 675931030944290560,Gaia DR2 675931030944290560,0,17.862555,17.859161,nan
2MASS J08124345+1225211,Gaia DR2 649907446141414912,123.181051,12.422546,190.525,1.746,999.0,nan,nan,10.301,0.018,12.129,0.019,12.1534,0.0004,12.6559,11.5548,0,nan,nan,Gaia EDR3 649907446141414912,Gaia DR2 649907446141414912,1,12.163678,12.15337299,nan
2MASS J08125049+2318388,Gaia DR2 677568169398708608,123.210381,23.310804,189.105,1.085,999.0,nan,nan,11.096,0.019,13.828,0.02,13.7841,0.0003,14.6016,12.948,0,nan,nan,Gaia EDR3 677568169398708608,Gaia DR2 677568169398708608,0,13.795949,13.78409194,nan
2MASS J08125259+2449380,Gaia DR2 680861893918177024,123.219149,24.827244,196.537,4.214,999.0,nan,nan,12.943,0.024,17.6499,0.0056,16.9085,0.0014,18.6662,15.6608,0,nan,nan,Gaia EDR3 680861893918177024,Gaia DR2 680861893918177024,1,16.909067,16.908454,nan
2MASS J08130529+1823336,Gaia DR2 657311660522179712,123.272067,18.392668,209.216,8.578,999.0,nan,nan,13.393,0.031,18.2777,0.0082,17.4235,0.0017,19.0082,16.1508,0,nan,nan,Gaia EDR3 657311660522179712,Gaia DR2 657311660522179712,1,17.412987,17.423536,nan
2MASS J08130630+1427235,Gaia DR2 653781747161312512,123.276253,14.456531,202.15,1.595,999.0,nan,nan,11.602,0.02,14.906,0.02,14.6617,0.0003,15.6808,13.7101,0,15.57,XXXXX,Gaia EDR3 653781747161312512,Gaia DR2 653781747161312512,1,14.671682,14.66170656,nan
2MASS J08132978+1544434,Gaia DR2 655617072585794560,123.374092,15.745407,194.209,1.004,999.0,nan,nan,10.83,0.018,13.139,0.02,13.166,0.0003,13.8321,12.4379,0,11.92,XXXXX,Gaia EDR3 655617072585794560,Gaia DR2 655617072585794560,0,13.177042,13.16602311,nan
2MASS J08134619+1937525,Gaia DR2 669553515609864704,123.442463,19.631277,210.071,9.851,999.0,nan,nan,13.792,0.04,18.7108,0.0092,17.8647,0.0022,19.518,16.5674,0,0.859,nan,Gaia EDR3 669553515609864704,Gaia DR2 669553515609864704,1,17.865131,17.864677,nan
2MASS J08135269+1127562,Gaia DR2 649026153212537088,123.469552,11.465626,216.35,3.664,999.0,nan,nan,12.437,0.028,16.253,0.134,15.8327,0.0007,17.1053,14.7612,0,nan,nan,Gaia EDR3 649026153212537088,Gaia DR2 649026153212537088,1,15.844883,15.83266446,nan
2MASS J08141357+1345498,Gaia DR2 650709054541061632,123.556555,13.763854,222.992,12.934,999.0,nan,nan,13.88,0.056,18.5066,0.0085,17.8025,0.0015,19.4521,16.5406,0,nan,nan,Gaia EDR3 650709054541061632,Gaia DR2 650709054541061632,1,17.806246,17.802457,nan
2MASS J08141796+1730283,Gaia DR2 657043414045814528,123.574861,17.507877,147.424,2.119,999.0,nan,nan,12.159,0.024,16.403,0.08,15.6944,0.0008,17.1149,14.5545,0,27.54,XXXXX,Gaia EDR3 657043414045814528,Gaia DR2 657043414045814528,1,15.697168,15.69436046,nan
2MASS J08143531+1546521,Gaia DR2 655606489786539136,123.64714,15.78114,176.76,1.369,999.0,nan,nan,11.517,0.02,14.733,0.02,14.5548,0.0004,15.5563,13.6099,0,17.47,XXXXX,Gaia EDR3 655606489786539136,Gaia DR2 655606489786539136,0,14.564494,14.55484162,nan
2MASS J08143901+1631423,Gaia DR2 655807666054243200,123.662561,16.528421,197.404,4.925,999.0,nan,nan,13.728,0.052,17.927,0.0066,17.3259,0.0011,18.8893,16.151,0,nan,nan,Gaia EDR3 655807666054243200,Gaia DR2 655807666054243200,0,17.32909,17.3259,nan
2MASS J08155662+1134027,Gaia DR2 649007835174417792,123.985946,11.567431,240.463,16.378,999.0,nan,nan,14.872,0.089,19.8083,0.0171,18.8817,0.0021,20.8261,17.5689,0,nan,nan,Gaia EDR3 649007835174417792,Gaia DR2 649007835174417792,1,18.87043916,18.881715,nan
2MASS J08164454+2135296,Gaia DR2 676027989830332416,124.185596,21.591566,198.039,5.423,999.0,nan,nan,13.447,0.033,18.1038,0.0069,17.341,0.0015,19.0289,16.0909,0,nan,nan,Gaia EDR3 676027989830332416,Gaia DR2 676027989830332416,0,17.34371,17.34096,nan
2MASS J08165696+0622398,Gaia DR2 3096496842882019328,124.237345,6.377728,262.773,14.925,999.0,nan,nan,13.998,0.056,18.705,0.0089,17.8639,0.0022,19.6009,16.6386,0,nan,nan,Gaia EDR3 3096496842882019328,Gaia DR2 3096496842882019328,1,17.858698,17.863897,nan
2MASS J08171883+2208249,Gaia DR2 676494663796266112,124.32849,22.140251,207.76,14.836,999.0,nan,nan,14.165,0.049,19.115,0.0118,18.2705,0.0027,19.8841,16.9667,0,nan,nan,Gaia EDR3 676494663796266112,Gaia DR2 676494663796266112,1,18.260582,18.270542,nan
2MASS J08171969+1645598,Gaia DR2 656149304932599808,124.332075,16.766615,229.071,2.499,999.0,nan,nan,12.12,0.023,15.527,0.02,15.3068,0.0004,16.3989,14.3121,0,17.42,XXXXX,Gaia EDR3 656149304932599808,Gaia DR2 656149304932599808,1,15.317301,15.30683053,nan
2MASS J08172618+6412335,Gaia DR2 1091644317138659200,124.359098,64.209312,170.517,4.042,999.0,nan,nan,13.639,0.031,18.5439,0.0145,17.6732,0.0011,19.5282,16.4014,0,nan,nan,Gaia EDR3 1091644317138659200,Gaia DR2 1091644317138659200,1,17.66862316,17.67317,nan
2MASS J08174411+1953132,Gaia DR2 663570183787134336,124.433802,19.887014,201.714,3.19,999.0,nan,nan,12.618,0.023,16.699,0.121,16.1421,0.001,17.5541,15.0157,0,26.11,XXXXX,Gaia EDR3 663570183787134336,Gaia DR2 663570183787134336,0,16.156013,16.142084,nan
2MASS J08174447+1643120,Gaia DR2 656145800239280896,124.435302,16.720007,171.431,4.219,999.0,nan,nan,13.647,0.046,18.3075,0.0077,17.5282,0.0012,19.2584,16.2767,0,nan,nan,Gaia EDR3 656145800239280896,Gaia DR2 656145800239280896,0,17.522013,17.528234,nan
2MASS J08174516+1822568,Gaia DR2 657215552037068544,124.438206,18.382454,200.836,7.612,999.0,nan,nan,14.01,0.038,18.9264,0.0101,18.0629,0.0015,19.8199,16.7783,0,nan,nan,Gaia EDR3 657215552037068544,Gaia DR2 657215552037068544,0,18.056501,18.062877,nan
2MASS J08174779+1426323,Gaia DR2 652212469190268928,124.44916,14.442322,221.61,5.976,999.0,nan,nan,12.937,0.029,17.314,0.09,16.5273,0.0011,17.985,15.3784,0,25.45,XXXXX,Gaia EDR3 652212469190268928,Gaia DR2 652212469190268928,1,16.534348,16.527334,nan
2MASS J08181163+1535550,Gaia DR2 655444925999562368,124.54846,15.598623,254.195,21.03,999.0,nan,nan,14.662,0.076,19.6733,0.0152,18.7582,0.0022,20.4957,17.4495,0,nan,nan,Gaia EDR3 655444925999562368,Gaia DR2 655444925999562368,1,18.74782,18.758194,nan
2MASS J08182618+2213134,Gaia DR2 676498997419535360,124.609103,22.2204,212.24,2.607,999.0,nan,nan,7.994,0.024,nan,nan,8.6011,0.0006,8.7654,8.3819,0,nan,nan,Gaia EDR3 676498997419535360,Gaia DR2 676498997419535360,1,8.620995,8.6011496,nan
2MASS J08183886-0749215,Gaia DR2 3063100478563614336,124.66193,-7.82266,257.803,15.287,999.0,nan,nan,14.481,0.08,19.3196,0.0131,18.5328,0.0025,20.2804,17.2641,0,nan,nan,Gaia EDR3 3063100478563614336,Gaia DR2 3063100478563614336,1,18.52435316,18.532783,nan
2MASS J08183976+0648531,Gaia DR2 3097078931209934720,124.665699,6.814776,223.677,2.614,999.0,nan,nan,12.619,0.03,16.199,0.181,15.8392,0.0006,17.0049,14.8102,0,nan,nan,Gaia EDR3 3097078931209934720,Gaia DR2 3097078931209934720,1,15.849116,15.83916161,nan
2MASS J08184994+1502228,Gaia DR2 652408491498497280,124.708097,15.039692,202.924,3.689,999.0,nan,nan,12.617,0.022,16.9967,0.0053,16.3872,0.0011,17.8991,15.2262,0,19.5,XXXXX,Gaia EDR3 652408491498497280,Gaia DR2 652408491498497280,1,16.397373,16.387151,nan
2MASS J08185380+6934576,Gaia DR2 1097534950683997568,124.724189,69.582687,160.849,1.3,999.0,nan,nan,11.886,0.019,16.183,0.0,15.5668,0.0006,17.0826,14.3968,0,nan,nan,Gaia EDR3 1097534950683997568,Gaia DR2 1097534950683997568,1,15.568973,15.5668189,nan
2MASS J08185663+2117221,Gaia DR2 676181238560019456,124.735964,21.289474,204.011,8.861,999.0,nan,nan,13.882,0.043,18.7827,0.0098,17.8779,0.0019,19.5249,16.5796,0,nan,nan,Gaia EDR3 676181238560019456,Gaia DR2 676181238560019456,0,17.870966,17.87788,nan
2MASS J08192215+1007452,Gaia DR2 600604691916568704,124.842314,10.129241,228.998,21.776,999.0,nan,nan,14.779,0.09,19.6388,0.0153,18.758,0.0031,20.4092,17.4311,0,nan,nan,Gaia EDR3 600604691916568704,Gaia DR2 600604691916568704,1,18.74283094,18.757953,nan
2MASS J08194638+1412297,Gaia DR2 652026136329044736,124.943263,14.208259,222.982,1.728,999.0,nan,nan,11.605,0.018,14.489,0.02,14.474,0.0002,15.3729,13.5881,0,15.57,XXXXX,Gaia EDR3 652026136329044736,Gaia DR2 652026136329044736,1,14.486419,14.47395629,nan
2MASS J08194820+1106275,Gaia DR2 649104046738317056,124.950842,11.107662,223.694,7.176,999.0,nan,nan,13.57,0.039,17.9328,0.0064,17.291,0.0012,18.8222,16.1051,0,nan,nan,Gaia EDR3 649104046738317056,Gaia DR2 649104046738317056,1,17.292206,17.29098,nan
2MASS J08195843+3401241,Gaia DR2 901836930504845952,124.993476,34.023369,172.543,2.16,999.0,nan,nan,12.299,0.023,16.717,0.126,16.0945,0.0021,17.6273,14.917,0,nan,nan,Gaia EDR3 901836930504845952,Gaia DR2 901836930504845952,1,16.104778,16.094472,nan
2MASS J08200795+2317432,Gaia DR2 677416849110496128,125.033137,23.295353,182.191,4.306,999.0,nan,nan,13.143,0.026,17.351,0.09,16.8599,0.0009,18.458,15.6724,0,nan,nan,Gaia EDR3 677416849110496128,Gaia DR2 677416849110496128,0,16.864483,16.859941,nan
2MASS J08202478+1344215,Gaia DR2 651928657751421824,125.103257,13.739322,190.45,4.549,999.0,nan,nan,13.35,0.041,17.9376,0.0067,17.1744,0.0011,18.8371,15.9546,0,nan,nan,Gaia EDR3 651928657751421824,Gaia DR2 651928657751421824,0,17.174963,17.174442,nan
2MASS J08203832+1107327,Gaia DR2 649107684574424320,125.159704,11.125769,240.92,5.574,999.0,nan,nan,12.712,0.029,16.902,0.257,16.2528,0.0012,17.6271,15.1364,0,nan,nan,Gaia EDR3 649107688870968960,Gaia DR2 649107684574424320,1,16.2614748,16.25281,nan
2MASS J08204549+2131082,Gaia DR2 676211818727121152,125.189568,21.518948,181.691,1.182,999.0,nan,nan,11.35,0.017,14.681,0.02,14.3887,0.0004,15.3699,13.4473,0,nan,nan,Gaia EDR3 676211818727121152,Gaia DR2 676211818727121152,0,14.398248,14.38865812,nan
2MASS J08204915+1844194,Gaia DR2 663188618891753600,125.204801,18.738745,204.015,1.667,999.0,nan,nan,8.477,0.021,9.274,0.02,9.2889,0.0002,9.5007,8.9957,0,1.94,XXXXX,Gaia EDR3 663188618891753600,Gaia DR2 663188618891753600,0,9.306991,9.288886776,nan
2MASS J08210052+1241245,Gaia DR2 649562783605822976,125.252196,12.690149,222.542,2.406,999.0,nan,nan,8.656,0.014,9.506,0.02,9.5041,0.0003,9.7249,9.2027,0,nan,nan,Gaia EDR3 649562783605822976,Gaia DR2 649562783605822976,1,9.521263,9.504136765,nan
2MASS J08210181+1629541,Gaia DR2 655945379886042496,125.257578,16.498375,200.733,1.379,999.0,nan,nan,11.193,0.018,13.865,0.02,13.8384,0.0004,14.6455,13.0114,0,13.39,XXXXX,Gaia EDR3 655945379886042496,Gaia DR2 655945379886042496,0,13.848212,13.83837568,nan
2MASS J08212622+1942192,Gaia DR2 663586916979906944,125.359286,19.705345,218.07,5.891,999.0,nan,nan,13.507,0.033,18.0782,0.0067,17.3124,0.0016,18.8314,16.089,0,nan,nan,Gaia EDR3 663586916979906944,Gaia DR2 663586916979906944,1,17.315638,17.312435,nan
2MASS J08212766+2702344,Gaia DR2 682980274867629184,125.365285,27.0429,189.494,2.405,999.0,nan,nan,12.038,0.023,16.1139,0.0033,15.6005,0.001,16.9491,14.4883,0,nan,nan,Gaia EDR3 682980274867629184,Gaia DR2 682980274867629184,1,15.606883,15.60050775,nan
2MASS J08214742+1327148,Gaia DR2 651156147752395008,125.447584,13.454133,217.673,1.594,999.0,nan,nan,11.195,0.022,13.672,0.022,13.6465,0.0003,14.3734,12.8774,0,nan,nan,Gaia EDR3 651156147752395008,Gaia DR2 651156147752395008,1,13.658155,13.6465136,nan
2MASS J08215034+1929206,Gaia DR2 663386977661550336,125.459774,19.489063,180.695,1.202,999.0,nan,nan,8.025,0.038,8.653,0.0,8.6796,0.0004,8.855,8.4412,0,nan,nan,Gaia EDR3 663386977661550336,Gaia DR2 663386977661550336,0,8.697773,8.67960075,nan
2MASS J08220182+2019363,Gaia DR2 663645947010260352,125.507611,20.326773,187.569,3.698,60.5,nan,nan,12.895,0.022,17.1,0.179,16.3943,0.0012,17.7166,15.2577,0,nan,nan,Gaia EDR3 663645947010260352,Gaia DR2 663645947010260352,0,16.402603,16.39428,nan
2MASS J08220218+1959592,Gaia DR2 663619451354448128,125.509116,19.999781,173.411,1.311,52.9,nan,nan,9.926,0.019,12.365,0.02,12.3569,0.0002,13.0418,11.6078,1,nan,nan,Gaia EDR3 663619451354448128,Gaia DR2 663619451354448128,0,12.365467,12.35686074,nan
2MASS J08220452+1703594,Gaia DR2 656076049970673920,125.518868,17.066502,206.853,3.516,999.0,nan,nan,12.702,0.021,17.028,0.207,16.3454,0.0008,17.8149,15.1975,0,nan,nan,Gaia EDR3 656076049970673920,Gaia DR2 656076049970673920,1,16.357227,16.345413,nan
2MASS J08220850+1224471,Gaia DR2 649539625142292480,125.535417,12.413107,214.37,3.954,999.0,nan,nan,12.534,0.027,16.583,0.22,16.1535,0.0013,17.5794,15.0196,0,nan,nan,Gaia EDR3 649539625142292480,Gaia DR2 649539625142292480,1,16.16298,16.153532,nan
2MASS J08221194+1331204,Gaia DR2 651180268288716672,125.549755,13.52234,211.089,4.645,999.0,nan,nan,12.617,0.024,17.243,0.148,16.5092,0.0014,18.2014,15.2787,0,nan,nan,Gaia EDR3 651180268288716672,Gaia DR2 651180268288716672,1,16.515501,16.509233,nan
2MASS J08222682+2047148,Gaia DR2 664084892667242496,125.611791,20.787445,195.786,3.613,999.0,nan,nan,12.447,0.022,16.66,0.09,15.9941,0.001,17.3536,14.8777,0,nan,nan,Gaia EDR3 664084892667242496,Gaia DR2 664084892667242496,0,16.000612,15.994112,nan
2MASS J08222856+0512568,Gaia DR2 3093307468887964160,125.61903,5.215793,204.465,10.71,999.0,nan,nan,14.272,0.074,19.0441,0.0132,18.2986,0.0019,19.9605,17.0559,0,nan,nan,Gaia EDR3 3093307468887964160,Gaia DR2 3093307468887964160,1,18.29302416,18.29863,nan
2MASS J08223100+1953447,Gaia DR2 663427109835880192,125.629198,19.895756,201.124,1.95,999.0,nan,nan,9.36,0.021,10.529,0.002,10.5387,0.0007,10.8465,10.1266,0,nan,nan,Gaia EDR3 663427109835880192,Gaia DR2 663427109835880192,0,10.552133,10.53869704,nan
2MASS J08223394+1903520,Gaia DR2 663314581692940416,125.641436,19.064461,409.503,10.902,-999.0,nan,nan,9.064,0.019,10.928,0.02,10.9448,0.0006,11.4348,10.3595,1,nan,nan,,,,,,
2MASS J08225141+1848025,Gaia DR2 663200850958665088,125.714216,18.800699,186.668,4.499,58.6,nan,nan,13.361,0.03,17.7668,0.0059,17.1049,0.0012,18.69,15.9084,0,nan,nan,Gaia EDR3 663200850958665088,Gaia DR2 663200850958665088,0,17.102022,17.104923,nan
2MASS J08225179+2140108,Gaia DR2 676263049100512384,125.715807,21.66967,197.331,2.855,999.0,nan,nan,nan,nan,15.153,0.02,15.5293,0.0011,16.6939,14.3952,0,nan,nan,Gaia EDR3 676263049100512384,Gaia DR2 676263049100512384,0,15.549124,15.52929935,nan
2MASS J08230192+1424524,Gaia DR2 652118216130748672,125.75802,14.414582,201.132,10.057,999.0,nan,nan,14.238,0.063,19.0945,0.0115,18.243,0.0016,19.8823,16.9675,0,nan,nan,Gaia EDR3 652118216130748672,Gaia DR2 652118216130748672,0,18.23411,18.243013,nan
2MASS J08230657+1839221,Gaia DR2 662447371959881728,125.777409,18.656153,213.988,2.5,999.0,nan,nan,9.02,0.018,10.023,0.02,10.0212,0.0003,10.2859,9.6628,0,nan,nan,Gaia EDR3 662447371959881728,Gaia DR2 662447371959881728,1,10.038628,10.02115699,nan
2MASS J08231656+1224541,Gaia DR2 649355491303446528,125.819008,12.415053,232.852,7.806,999.0,nan,nan,13.8,0.043,18.028,0.0069,17.4335,0.0012,18.8889,16.2483,0,nan,nan,Gaia EDR3 649355491303446528,Gaia DR2 649355491303446528,1,17.432571,17.43348,nan
2MASS J08233207+1455113,Gaia DR2 652172096497316864,125.88364,14.919809,182.161,4.476,999.0,nan,nan,13.408,0.037,18.0643,0.0071,17.3159,0.0017,19.0675,16.0722,0,nan,nan,Gaia EDR3 652172096497316864,Gaia DR2 652172096497316864,0,17.31528,17.31589,nan
2MASS J08233656+4638524,Gaia DR2 930229241311375616,125.902359,46.647903,136.638,2.76,999.0,nan,nan,13.549,0.039,18.3804,0.0081,17.5057,0.0013,19.3367,16.2376,0,nan,nan,Gaia EDR3 930229241311375616,Gaia DR2 930229241311375616,1,17.503344,17.505666,nan
2MASS J08235596+0656164,Gaia DR2 3096944996949707008,125.983186,6.937914,267.333,2.709,999.0,nan,nan,12.048,0.027,15.095,0.173,15.0345,0.0005,15.9892,14.1088,0,nan,nan,Gaia EDR3 3096944996949707008,Gaia DR2 3096944996949707008,1,15.045898,15.03450876,nan
2MASS J08235720+0229239,Gaia DR2 3090234020354964992,125.988335,2.489974,213.354,6.979,999.0,nan,nan,13.649,0.045,18.0118,0.0064,17.3821,0.0014,18.9083,16.2026,0,nan,nan,Gaia EDR3 3090234020354964992,Gaia DR2 3090234020354964992,1,17.384607,17.382135,nan
2MASS J08240213+4116544,Gaia DR2 915506540097573248,126.008913,41.281796,168.645,5.663,999.0,nan,nan,13.888,0.047,18.7422,0.0095,17.9432,0.0017,19.8219,16.6639,0,nan,nan,Gaia EDR3 915506540097573248,Gaia DR2 915506540097573248,1,17.93899916,17.94324,nan
2MASS J08240780+3007523,Gaia DR2 708393115321906816,126.032512,30.131203,171.998,0.86,999.0,nan,nan,11.012,0.021,13.861,0.026,13.8167,0.0004,14.7055,12.9407,0,nan,nan,Gaia EDR3 708393115321906816,Gaia DR2 708393115321906816,1,13.826261,13.81669029,nan
2MASS J08240933+2001249,Gaia DR2 663806853664530816,126.038905,20.0236,166.42,0.06,77.2,nan,nan,12.186,0.02,15.79,0.02,15.4664,0.0014,16.613,14.411,0,nan,nan,Gaia EDR3 663806853664530816,Gaia DR2 663806853664530816,0,15.6458,15.46638432,nan
2MASS J08241039+1719354,Gaia DR2 656098826180222464,126.04331,17.326509,195.46,26.777,999.0,nan,nan,14.718,0.094,20.5681,0.0296,19.269,0.003,21.011,17.8411,0,0.29,XXXXX,Gaia EDR3 656098826180222464,Gaia DR2 656098826180222464,0,19.26061216,19.268972,nan
2MASS J08242102-0801507,Gaia DR2 5753188583680600320,126.08759,-8.030767,269.136,1.883,999.0,nan,nan,10.599,0.026,12.91,0.042,12.9299,0.0015,13.5729,12.2151,0,nan,nan,Gaia EDR3 5753188583680600320,Gaia DR2 5753188583680600320,1,12.935083,12.92988418,nan
2MASS J08242157+0944008,Gaia DR2 600312492404968832,126.089892,9.733566,219.357,19.147,999.0,nan,nan,14.507,0.106,19.3586,0.0125,18.4871,0.0025,20.3115,17.1991,0,nan,nan,Gaia EDR3 600312492404968832,Gaia DR2 600312492404968832,1,18.47771635,18.487114,nan
2MASS J08242490+1831530,Gaia DR2 662428512760038528,126.103767,18.53141,202.055,1.785,999.0,nan,nan,8.856,0.018,9.847,0.02,9.8276,0.0003,10.0849,9.4777,0,1.71,XXXXX,Gaia EDR3 662428512760038528,Gaia DR2 662428512760038528,0,9.844191,9.827645214,nan
2MASS J08242877+2648547,Gaia DR2 680005717957464704,126.119875,26.815212,158.65,0.9,999.0,nan,nan,9.811,0.022,11.641,0.02,11.6249,0.0006,12.1092,11.0487,0,nan,nan,Gaia EDR3 680005717957464704,Gaia DR2 680005717957464704,1,11.640145,11.62490452,nan
2MASS J08243207+1000547,Gaia DR2 600742577546401664,126.13363,10.01522,243.951,6.13,999.0,nan,nan,12.529,0.032,16.129,0.199,15.8203,0.0012,17.0096,14.7861,0,nan,nan,Gaia EDR3 600742577546401664,Gaia DR2 600742577546401664,1,15.835683,15.82027324,nan
2MASS J08243304+2144219,Gaia DR2 676256486390524288,126.137692,21.739441,192.909,1.488,999.0,nan,nan,8.856,0.02,9.813,0.047,9.8317,0.0003,10.0867,9.4775,0,1.75,XXXXX,Gaia EDR3 676256486390524288,Gaia DR2 676256486390524288,0,9.847782,9.83172113,nan
2MASS J08243324+1917432,Gaia DR2 663335811714167552,126.138533,19.295338,166.42,0.06,86.4,nan,nan,12.205,0.018,16.707,0.09,16.0795,0.004,17.5277,14.7902,0,9.95,XXXXX,Gaia EDR3 663335816011746048,Gaia DR2 663335811714167552,0,16.24048612,16.079504,nan
2MASS J08245599+3940525,Gaia DR2 914334220184139648,126.233321,39.681252,166.365,3.301,999.0,13.859,0.025,nan,nan,16.976,0.09,16.5546,0.0009,17.91,15.4304,0,nan,nan,Gaia EDR3 914334220184139648,Gaia DR2 914334220184139648,1,16.56189,16.554555,nan
2MASS J08250397+2831193,Gaia DR2 707388982031453568,126.266549,28.522043,168.057,6.643,999.0,nan,nan,14.105,0.057,19.0351,0.0121,18.0866,0.0023,20.0745,16.7897,0,nan,nan,Gaia EDR3 707388982031453568,Gaia DR2 707388982031453568,1,18.08411416,18.086612,nan
2MASS J08250468+0502447,Gaia DR2 3093432327880550784,126.269525,5.045772,269.665,3.211,999.0,nan,nan,10.921,0.019,12.551,0.02,12.6166,0.0007,13.0706,12.0655,0,nan,nan,Gaia EDR3 3093432327880550784,Gaia DR2 3093432327880550784,1,12.628428,12.61661287,nan
2MASS J08251373+1736453,Gaia DR2 662114460454651648,126.307246,17.6126,183.276,8.042,78.0,nan,nan,14.234,0.059,19.194,0.0124,18.2864,0.0017,19.9947,16.9818,0,1.136,NYY-Y,Gaia EDR3 662114460454651648,Gaia DR2 662114460454651648,0,18.27690716,18.286382,nan
2MASS J08251613+1854388,Gaia DR2 662538498282258176,126.317225,18.910803,176.882,12.297,70.2,nan,nan,14.271,0.052,19.8783,0.0176,18.727,0.0023,20.6335,17.348,0,0.26,NYY-Y,Gaia EDR3 662538498282258176,Gaia DR2 662538498282258176,0,18.720665,18.726957,nan
2MASS J08252223+2021567,Gaia DR2 663842755294579712,126.342652,20.365768,181.224,12.179,75.7,nan,nan,14.328,0.055,20.1975,0.0245,18.9142,0.0039,20.7653,17.4931,0,0.203,NNN-Y,Gaia EDR3 663842755294579712,Gaia DR2 663842755294579712,0,18.90620616,18.9142,nan
2MASS J08252503+2013177,Gaia DR2 663805754152866688,126.354301,20.221598,189.547,2.332,83.8,nan,nan,11.931,0.021,15.891,0.02,15.4109,0.0006,16.6922,14.3235,0,18.554,NYN-Y,Gaia EDR3 663805754152866688,Gaia DR2 663805754152866688,0,15.41893,15.41088449,nan
