name,DR2_desig,RA_J2000,DEC_J2000,D,e_D,Pmem,J,e_J,K,e_K,rprime,e_rprime,G,e_G,BP,RP,binary,Prot,SingleFlagD19,Gaia_desig_EDR3,Gaia_desig_DR2,tail?,G_EDR3,G_DR2,note
2MASS J08503527+2042376,Gaia DR2 661690736160492928,132.646993,20.710466,185.933,4.851,96.2,nan,nan,13.401,0.042,18.2693,0.0075,17.4324,0.0012,19.1349,16.1726,0,1.109,NYY-Y,Gaia EDR3 661690736160492928,Gaia DR2 661690736160492928,0,17.427797,17.432418,nan
2MASS J08503613+1957067,Gaia DR2 661504506378724224,132.650559,19.95187,172.192,7.606,96.3,nan,nan,14.33,0.064,19.3682,0.013,18.3992,0.0016,20.1277,17.0783,0,1.509,NYY-Y,Gaia EDR3 661504506378724224,Gaia DR2 661504506378724224,0,18.392082,18.39922,nan
2MASS J08504774+1413017,Gaia DR2 608854946134244864,132.698955,14.217152,195.335,13.356,999.0,nan,nan,14.59,0.073,19.6847,0.016,18.7381,0.0021,20.4667,17.4097,0,nan,nan,Gaia EDR3 608854946134244864,Gaia DR2 608854946134244864,0,18.72951716,18.738105,nan
2MASS J08504984+1948364,Gaia DR2 660751581432060800,132.707685,19.810135,186.063,3.048,97.9,nan,nan,12.651,0.022,17.73,0.09,16.5021,0.001,18.1435,15.2819,0,7.43,YNY-N,Gaia EDR3 660751581432060800,Gaia DR2 660751581432060800,0,16.508348,16.502134,nan
2MASS J08505407+4528105,Gaia DR2 1010346148205963904,132.725324,45.469608,122.183,0.386,999.0,nan,nan,10.525,0.024,13.662,0.067,13.5681,0.0002,14.5671,12.62,0,nan,nan,Gaia EDR3 1010346148205963904,Gaia DR2 1010346148205963904,1,13.576477,13.56806744,nan
2MASS J08505507+3649351,Gaia DR2 717926254795705856,132.729489,36.826439,162.308,8.788,999.0,nan,nan,14.483,0.057,19.901,0.0183,18.8133,0.0023,20.7735,17.4557,0,nan,nan,Gaia EDR3 717926254795705856,Gaia DR2 717926254795705856,1,18.80484416,18.81326,nan
2MASS J08505687+1936578,Gaia DR2 660733095892705792,132.736988,19.616081,191.238,2.997,97.1,nan,nan,12.694,0.028,16.897,0.106,16.4014,0.001,17.9218,15.2211,0,11.952,YY--Y,Gaia EDR3 660733095892705792,Gaia DR2 660733095892705792,0,16.407822,16.401405,nan
2MASS J08505937+1850351,Gaia DR2 660247150408836864,132.747395,18.843088,161.434,5.252,999.0,nan,nan,13.62,0.032,18.7646,0.0099,17.7651,0.0015,19.5485,16.4657,0,1.65,XXXXX,Gaia EDR3 660247150408836864,Gaia DR2 660247150408836864,0,17.763645,17.765073,nan
2MASS J08505988+1900355,Gaia DR2 660627753231184128,132.749511,19.00988,190.232,8.438,88.2,nan,nan,13.653,0.034,18.4992,0.0082,17.6812,0.0012,19.3887,16.4127,0,1.558,YYY-Y,Gaia EDR3 660627753231184128,Gaia DR2 660627753231184128,0,17.670979,17.681173,nan
2MASS J08510040+1803038,Gaia DR2 659950282269629568,132.751688,18.051069,185.141,2.449,84.8,nan,nan,12.48,0.019,16.626,0.09,16.1137,0.0012,17.5522,14.9605,0,18.84,XXXXX,Gaia EDR3 659950282269629568,Gaia DR2 659950282269629568,0,16.117592,16.113737,nan
2MASS J08510595+1331313,Gaia DR2 608252409466588416,132.774831,13.525376,212.167,14.722,999.0,nan,nan,14.35,0.062,19.6946,0.0164,18.5956,0.0023,20.3159,17.2375,0,nan,nan,Gaia EDR3 608252409466588416,Gaia DR2 608252409466588416,1,18.584436,18.595605,nan
2MASS J08511050+2147057,Gaia DR2 685979429054822016,132.793777,21.784937,182.607,12.12,999.0,nan,nan,14.873,0.091,20.2403,0.0265,19.1511,0.0026,21.2748,17.7814,0,nan,nan,Gaia EDR3 685979429054822016,Gaia DR2 685979429054822016,0,19.14225416,19.151054,nan
2MASS J08511675+0305192,Gaia DR2 581109629200491008,132.819812,3.088683,237.167,3.455,999.0,nan,nan,12.503,0.002,15.752,0.02,15.9152,0.0007,17.1447,14.8421,0,nan,nan,Gaia EDR3 581109629200491008,Gaia DR2 581109629200491008,1,15.928064,15.91524237,nan
2MASS J08511686+2214066,Gaia DR2 686066363488497408,132.820261,22.235189,187.14,5.131,71.2,nan,nan,13.53,0.034,18.3987,0.008,17.6314,0.0013,19.4128,16.3651,0,0.924,NYY-Y,Gaia EDR3 686066363488497408,Gaia DR2 686066363488497408,0,17.627825,17.63136,nan
2MASS J08512322+1951183,Gaia DR2 660754918622742400,132.846754,19.855095,276.827,21.2,-999.0,nan,nan,14.448,0.061,19.3879,0.0136,18.5003,0.0019,20.0389,17.1943,0,nan,nan,,,,,,
2MASS J08512584+1918564,nan,132.857702,19.315674,166.42,0.06,96.2,nan,nan,12.403,0.023,16.859,0.09,15.448,0.3352,nan,nan,0,nan,nan,Gaia EDR3 660653316876496896,nan,0,16.85026778,nan,nan
2MASS J08513035+6104464,Gaia DR2 1041370827288886272,132.876482,61.079556,143.326,0.645,999.0,nan,nan,9.963,0.02,12.103,0.048,12.2066,0.0002,12.8327,11.506,0,nan,nan,Gaia EDR3 1041370827288886272,Gaia DR2 1041370827288886272,1,12.215787,12.20655925,nan
2MASS J08513261+6052024,Gaia DR2 1041331764562604928,132.885876,60.867359,140.622,0.541,999.0,nan,nan,9.842,0.023,12.046,0.021,12.1744,0.0025,12.8154,11.4618,0,nan,nan,Gaia EDR3 1041331764562604928,Gaia DR2 1041331764562604928,1,12.186749,12.17437906,nan
2MASS J08513391+1742243,Gaia DR2 659920144486898944,132.891309,17.706776,179.792,7.663,89.7,nan,nan,14.184,0.049,19.1586,0.0108,18.2461,0.0018,19.9069,16.9292,0,0.566,YYY-Y,Gaia EDR3 659920144486898944,Gaia DR2 659920144486898944,0,18.239683,18.24605,nan
2MASS J08513795+1158491,Gaia DR2 604924497006948736,132.908163,11.980326,191.275,1.35,999.0,nan,nan,10.579,0.021,12.535,0.02,12.5738,0.0003,13.1179,11.9362,0,nan,nan,Gaia EDR3 604924497006948736,Gaia DR2 604924497006948736,1,12.583746,12.57379632,nan
2MASS J08514168+6058316,Gaia DR2 1041345817695595776,132.923708,60.97546,158.49,1.534,999.0,nan,nan,12.266,0.025,16.5582,0.0039,15.9813,0.0011,17.5064,14.811,0,nan,nan,Gaia EDR3 1041345817695595776,Gaia DR2 1041345817695595776,1,15.987486,15.981262,nan
2MASS J08514349+6332168,Gaia DR2 1043945230686054528,132.93123,63.538002,146.555,3.379,999.0,nan,nan,13.666,0.052,18.675,0.0098,17.7363,0.0014,19.6139,16.4404,0,nan,nan,Gaia EDR3 1043945230686054528,Gaia DR2 1043945230686054528,1,17.729706,17.73628,nan
2MASS J08514388+1859346,Gaia DR2 660625171954182528,132.932852,18.992962,173.861,11.835,999.0,nan,nan,14.336,0.062,20.1609,0.0238,18.8388,0.0022,21.0002,17.3885,0,nan,nan,Gaia EDR3 660625171954182528,Gaia DR2 660625171954182528,0,18.83927316,18.838754,nan
2MASS J08520345+2121370,Gaia DR2 685766025015273856,133.014414,21.360287,151.063,0.86,-999.0,nan,nan,10.166,0.02,12.165,0.151,12.2883,0.0004,12.8678,11.6243,1,9.51,NYYNY,,,,,,
2MASS J08521452+1903391,Gaia DR2 660631047469277824,133.060536,19.060879,166.42,0.06,84.5,nan,nan,11.064,0.02,14.478,0.02,14.2705,0.0007,15.3844,13.2486,1,20.23,XXXXX,Gaia EDR3 660631051767084288,Gaia DR2 660631047469277824,0,14.566604,14.2705124,nan
2MASS J08522025+1822174,Gaia DR2 659985535361160832,133.084397,18.371504,179.886,1.406,94.0,nan,nan,11.547,0.018,14.902,0.041,14.6877,0.0003,15.7506,13.7011,0,17.17,XXXXX,Gaia EDR3 659985535361160832,Gaia DR2 659985535361160832,0,14.698865,14.68770011,nan
2MASS J08523064+1534586,Gaia DR2 609857047904101248,133.127677,15.582959,178.717,1.301,999.0,nan,nan,10.238,0.022,12.018,0.013,12.0547,0.0004,12.55,11.458,0,9.57,XXXXX,Gaia EDR3 609857047904101248,Gaia DR2 609857047904101248,0,12.067272,12.05469278,nan
2MASS J08523339+2057452,Gaia DR2 661675033760403328,133.139139,20.962578,163.471,8.983,74.4,nan,nan,14.562,0.074,20.0528,0.0225,18.9317,0.0024,20.8666,17.5497,0,nan,nan,Gaia EDR3 661675033760403328,Gaia DR2 661675033760403328,0,18.92334716,18.931669,nan
2MASS J08523764+4341593,Gaia DR2 913877922859638144,133.156864,43.699833,143.003,1.98,999.0,nan,nan,13.049,0.029,17.6516,0.0056,16.8958,0.0008,18.5814,15.6608,0,nan,nan,Gaia EDR3 913877922859638144,Gaia DR2 913877922859638144,1,16.893518,16.89578,nan
2MASS J08523828+2109181,Gaia DR2 685747814353991296,133.15954,21.155045,174.317,2.076,999.0,nan,nan,12.242,0.023,16.306,0.152,15.8277,0.0008,17.2247,14.7022,0,20.16,XXXXX,Gaia EDR3 685747814353991296,Gaia DR2 685747814353991296,0,15.838554,15.82769193,nan
2MASS J08523967+1929285,Gaia DR2 660678429548883968,133.165293,19.491268,176.028,5.081,66.2,nan,nan,13.763,0.041,18.6717,0.0092,17.8395,0.0017,19.6358,16.5448,0,1.518,NYY-Y,Gaia EDR3 660678429548883968,Gaia DR2 660678429548883968,0,17.838717,17.839468,nan
2MASS J08524168-0849227,Gaia DR2 5749932169540648704,133.173685,-8.822975,301.559,4.559,999.0,nan,nan,12.337,0.024,15.327,0.1,15.3595,0.0007,16.3252,14.4402,0,nan,nan,Gaia EDR3 5749932169540648704,Gaia DR2 5749932169540648704,1,15.373292,15.35951939,nan
2MASS J08524313-0848238,Gaia DR2 5749933032829405952,133.179712,-8.80662,301.138,3.49,999.0,nan,nan,12.05,0.027,14.712,0.035,14.7765,0.0006,15.5945,13.9504,0,nan,nan,Gaia EDR3 5749933032829405952,Gaia DR2 5749933032829405952,1,14.788285,14.77649406,nan
2MASS J08524859+2111507,Gaia DR2 685748359813701248,133.202467,21.197437,148.355,4.17,999.0,nan,nan,13.465,0.024,18.5807,0.0087,17.6454,0.0015,19.4697,16.3425,0,nan,nan,Gaia EDR3 685748359813701248,Gaia DR2 685748359813701248,1,17.642944,17.645368,nan
2MASS J08525101+1816433,Gaia DR2 659980896796481792,133.212581,18.278717,192.181,1.879,999.0,nan,nan,12.18,0.021,15.519,0.02,15.2865,0.0004,16.3508,14.3029,0,32.27,XXXXX,Gaia EDR3 659980896796481792,Gaia DR2 659980896796481792,0,15.297532,15.28650977,nan
2MASS J08530438+1744311,Gaia DR2 611886230972558336,133.268284,17.741985,187.028,4.791,59.4,nan,nan,12.865,0.025,17.554,0.09,16.8047,0.0008,18.4311,15.5748,0,nan,nan,Gaia EDR3 611886230972558336,Gaia DR2 611886230972558336,0,16.807451,16.804712,nan
2MASS J08531058+2256422,Gaia DR2 686199679273366144,133.29409,22.945063,177.329,2.608,999.0,nan,nan,13.015,0.028,17.001,0.09,16.6394,0.0007,18.0908,15.4941,0,nan,nan,Gaia EDR3 686199679273366144,Gaia DR2 686199679273366144,0,16.647646,16.63938,nan
2MASS J08531665+1710100,Gaia DR2 611711030666633216,133.319406,17.169451,219.106,4.055,-999.0,nan,nan,12.52,0.024,16.697,0.216,16.1392,0.0006,17.5766,14.9871,0,23.304,NYY-Y,Gaia EDR3 611711030666633216,Gaia DR2 611711030666633216,0,16.15136,16.139211,nan
2MASS J08532469-0936358,Gaia DR2 5749738556710323456,133.352915,-9.609959,295.681,3.469,999.0,nan,nan,12.043,0.026,14.646,0.02,14.7918,0.0006,15.616,13.957,0,nan,nan,Gaia EDR3 5749738556710323456,Gaia DR2 5749738556710323456,1,14.803992,14.79175008,nan
2MASS J08532590+3157111,Gaia DR2 712769034161567104,133.357925,31.953093,158.834,4.083,999.0,nan,nan,13.403,0.036,18.1137,0.007,17.2879,0.0011,19.0214,16.0504,0,nan,nan,Gaia EDR3 712769034161567104,Gaia DR2 712769034161567104,1,17.286283,17.287933,nan
2MASS J08532748+1758335,Gaia DR2 611917017298087552,133.364503,17.975988,192.159,3.982,82.3,nan,nan,12.835,0.028,17.309,0.09,16.4894,0.0006,17.9371,15.3254,0,nan,nan,Gaia EDR3 611917017298087552,Gaia DR2 611917017298087552,0,16.497328,16.489399,nan
2MASS J08533064+1659187,Gaia DR2 611694572352053504,133.377703,16.988537,185.722,1.525,999.0,nan,nan,8.498,0.02,9.369,0.014,9.3515,0.0002,9.5815,9.0312,0,2.34,XXXXX,Gaia EDR3 611694572352053504,Gaia DR2 611694572352053504,0,9.369868,9.351533662,nan
2MASS J08533232+1650467,Gaia DR2 611689448454841600,133.384702,16.84631,207.473,11.096,999.0,nan,nan,14.786,0.097,19.4615,0.014,18.6582,0.0028,20.2058,17.3501,0,nan,nan,Gaia EDR3 611689448454841600,Gaia DR2 611689448454841600,0,18.639837,18.658155,nan
2MASS J08533302+2014536,Gaia DR2 660862052286909312,133.387621,20.248241,185.357,3.275,78.6,nan,nan,13.078,0.025,17.6749,0.006,16.9136,0.001,18.5652,15.6925,0,22.268,YYY-Y,Gaia EDR3 660862052286909312,Gaia DR2 660862052286909312,0,16.912983,16.913568,nan
2MASS J08533977+1613433,Gaia DR2 611443230866052608,133.415737,16.228704,164.524,2.585,999.0,nan,nan,12.314,0.023,17.155,0.09,16.2624,0.0008,17.9829,15.0179,0,29.191,nan,Gaia EDR3 611443230866052608,Gaia DR2 611443230866052608,0,16.269482,16.262395,nan
2MASS J08534167+2849398,Gaia DR2 705393922479934208,133.42365,28.827745,158.581,3.829,999.0,nan,nan,13.184,0.027,17.9218,0.0063,17.133,0.001,18.8402,15.8891,0,nan,nan,Gaia EDR3 705393922479934208,Gaia DR2 705393922479934208,1,17.134302,17.132988,nan
2MASS J08534667+1918142,Gaia DR2 660478013490829056,133.44448,19.303959,201.32,2.272,84.9,nan,nan,11.165,0.021,14.252,0.02,14.1085,0.0005,15.0479,13.1895,0,13.792,NYY-Y,Gaia EDR3 660478013490829056,Gaia DR2 660478013490829056,0,14.118033,14.10845564,nan
2MASS J08534732+6259217,Gaia DR2 1043869196881514880,133.447193,62.989368,143.893,0.625,999.0,nan,nan,11.065,0.021,14.715,0.075,14.3641,0.0006,15.5108,13.3389,0,nan,nan,Gaia EDR3 1043869196881514880,Gaia DR2 1043869196881514880,1,14.381714,14.36409497,nan
2MASS J08535039+6434009,Gaia DR2 1044574636670238720,133.459963,64.566933,162.687,3.371,999.0,nan,nan,13.379,0.035,18.109,0.0071,17.2551,0.001,19.0072,16.0172,0,nan,nan,Gaia EDR3 1044574636670238720,Gaia DR2 1044574636670238720,1,17.254303,17.255113,nan
2MASS J08535496+0102329,Gaia DR2 3074829553211768576,133.479021,1.042499,279.392,17.988,999.0,nan,nan,14.57,0.092,18.9766,0.0108,18.3044,0.0015,19.9609,17.0772,0,nan,nan,Gaia EDR3 3074829553211768576,Gaia DR2 3074829553211768576,1,18.2972323,18.304359,nan
2MASS J08535629+2146540,Gaia DR2 685803477130074240,133.484583,21.781677,164.074,1.306,999.0,nan,nan,8.245,0.024,9.164,0.02,9.1295,0.0002,9.3653,8.801,0,1.13,XXXXX,Gaia EDR3 685803477130074240,Gaia DR2 685803477130074240,0,9.146396,9.129519389,nan
2MASS J08535750+2225003,Gaia DR2 686120132182881664,133.489618,22.416754,164.054,1.271,999.0,nan,nan,10.25,0.019,12.84,0.01,12.8228,0.0004,13.5577,12.0349,0,11.26,XXXXX,Gaia EDR3 686120132182881664,Gaia DR2 686120132182881664,0,12.83195,12.82282288,nan
2MASS J08540241+2349229,Gaia DR2 689646132830625920,133.510052,23.823038,173.707,2.355,999.0,nan,nan,12.126,0.021,16.382,0.09,15.807,0.0007,17.2693,14.6584,0,19.38,XXXXX,Gaia EDR3 689646132830625920,Gaia DR2 689646132830625920,0,15.808528,15.80702727,nan
2MASS J08540500+1826510,Gaia DR2 660348335542434048,133.520853,18.447517,173.386,5.258,999.0,nan,nan,13.906,0.042,18.8811,0.0102,17.9848,0.0012,19.7534,16.6826,0,2.498,nan,Gaia EDR3 660348335542434048,Gaia DR2 660348335542434048,0,17.98206516,17.984806,nan
2MASS J08540621+2419284,Gaia DR2 689740823973267456,133.525891,24.324575,154.452,4.251,999.0,nan,nan,13.591,0.041,18.5467,0.0083,17.6848,0.0013,19.5866,16.4092,0,nan,nan,Gaia EDR3 689740823973267456,Gaia DR2 689740823973267456,1,17.68588416,17.684797,nan
2MASS J08541010+5617346,Gaia DR2 1036989140309570816,133.542102,56.292957,150.854,1.251,999.0,nan,nan,11.713,0.021,nan,nan,15.3811,0.001,16.8145,14.2394,0,nan,nan,Gaia EDR3 1036989140309570816,Gaia DR2 1036989140309570816,1,15.383227,15.38108914,nan
2MASS J08542881+2149061,Gaia DR2 685806775664988928,133.620075,21.81838,168.766,7.725,75.1,nan,nan,14.08,0.046,19.1937,0.0122,18.191,0.0015,20.1961,16.8899,0,0.307,NYY-Y,Gaia EDR3 685806775664988928,Gaia DR2 685806775664988928,0,18.18505316,18.19095,nan
2MASS J08543768+2335529,Gaia DR2 689627161958915328,133.657004,23.598034,161.835,7.466,999.0,nan,nan,14.083,0.05,19.2084,0.0129,18.2558,0.0016,20.2471,16.9447,0,nan,nan,Gaia EDR3 689627161958915328,Gaia DR2 689627161958915328,1,18.25762416,18.255762,nan
2MASS J08544575+2141579,Gaia DR2 685792688172260608,133.690638,21.69944,166.033,5.575,55.3,nan,nan,13.4,0.041,18.0604,0.0068,17.2812,0.001,19.0118,16.0311,0,1.538,NYY-Y,Gaia EDR3 685792688172260608,Gaia DR2 685792688172260608,0,17.278046,17.281206,nan
2MASS J08544699+1947114,Gaia DR2 660776595321126656,133.695822,19.786501,181.289,8.658,999.0,nan,nan,14.329,0.066,19.6901,0.0173,18.6522,0.002,20.327,17.2886,0,0.58,XXXXX,Gaia EDR3 660776595321126656,Gaia DR2 660776595321126656,0,18.639534,18.652229,nan
2MASS J08544811+2048201,Gaia DR2 684924555022699648,133.700499,20.805592,178.941,1.066,77.7,nan,nan,11.228,0.023,14.282,0.005,14.1851,0.0003,15.1356,13.2637,0,15.65,XXXXX,Gaia EDR3 684924555022699648,Gaia DR2 684924555022699648,0,14.195476,14.18509362,nan
2MASS J08550224+2023540,Gaia DR2 660878991637884672,133.759345,20.39835,183.863,0.834,80.5,nan,nan,10.947,0.02,13.529,0.024,13.5002,0.0003,14.2549,12.7039,0,11.648,YYY-Y,Gaia EDR3 660878991637884672,Gaia DR2 660878991637884672,0,13.510819,13.50020629,nan
2MASS J08551045+1904117,Gaia DR2 660455473502515200,133.793574,19.069941,443.954,79.458,-999.0,nan,nan,12.736,0.027,16.769,0.297,16.4403,0.0009,17.9163,15.2566,0,17.274,NYY-Y,Gaia EDR3 660455473502515200,Gaia DR2 660455473502515200,0,16.469952,16.440252,nan
2MASS J08551208+1243198,Gaia DR2 605090768075846272,133.800352,12.722194,169.047,2.502,999.0,nan,nan,12.584,0.024,16.533,0.143,15.9612,0.0005,17.26,14.8729,0,nan,nan,Gaia EDR3 605090768075846272,Gaia DR2 605090768075846272,1,15.969111,15.96118189,nan
2MASS J08552758+2747341,Gaia DR2 692891891156502656,133.864929,27.792809,163.558,9.573,999.0,nan,nan,14.166,0.062,19.5853,0.0155,18.5236,0.0021,20.502,17.1605,0,nan,nan,Gaia EDR3 692891891156502656,Gaia DR2 692891891156502656,1,18.505295,18.523618,nan
2MASS J08552802+1541440,Gaia DR2 610609831115899776,133.866779,15.695571,189.335,6.401,999.0,nan,nan,14.147,0.05,19.0805,0.0122,18.2258,0.0015,19.9364,16.9296,0,0.589,XXXXX,Gaia EDR3 610609831115899776,Gaia DR2 610609831115899776,0,18.216173,18.225828,nan
2MASS J08553535+2636006,Gaia DR2 692484075421762432,133.89732,26.60018,164.656,1.768,999.0,nan,nan,11.573,0.018,15.237,0.038,14.9277,0.0004,16.121,13.8791,0,nan,nan,Gaia EDR3 692484075421762432,Gaia DR2 692484075421762432,1,14.935512,14.92770563,nan
2MASS J08554365+1937424,Gaia DR2 660582913772038656,133.931887,19.628448,167.921,1.993,80.4,nan,nan,12.495,0.02,16.803,0.136,16.1833,0.0008,17.6762,15.0095,0,26.57,XXXXX,Gaia EDR3 660582913772038656,Gaia DR2 660582913772038656,0,16.186829,16.183328,nan
2MASS J08555388+2229369,Gaia DR2 686133811655064704,133.974528,22.49361,171.797,4.638,999.0,nan,nan,13.667,0.042,18.5719,0.0085,17.6782,0.0011,19.4911,16.3997,0,4.84,XXXXX,Gaia EDR3 686133811655064704,Gaia DR2 686133811655064704,0,17.677467,17.678161,nan
2MASS J08560173+1917155,Gaia DR2 660553978576244736,134.007221,19.28764,166.42,0.06,59.9,nan,nan,13.507,0.033,18.738,0.0096,17.7873,0.0025,19.6045,16.3687,0,0.252,NNN-Y,Gaia EDR3 660553978576244736,Gaia DR2 660553978576244736,0,17.873602,17.787271,nan
2MASS J08560350+2057116,Gaia DR2 684929601608251136,134.014598,20.953247,223.382,20.719,73.6,nan,nan,14.974,0.092,19.7152,0.0171,18.8443,0.0019,20.3392,17.57,0,nan,nan,Gaia EDR3 684929601608251136,Gaia DR2 684929601608251136,0,18.830404,18.844331,nan
2MASS J08560531+2356153,Gaia DR2 689662384986900352,134.022163,23.937609,151.839,2.222,999.0,nan,nan,12.602,0.022,16.545,0.09,16.3089,0.0006,17.8707,15.1297,0,nan,nan,Gaia EDR3 689662384986900352,Gaia DR2 689662384986900352,1,16.315845,16.308881,nan
2MASS J08560696+2035369,Gaia DR2 684902835372591104,134.029013,20.593599,181.335,20.839,999.0,nan,nan,14.933,0.116,20.9274,0.0401,19.6015,0.0031,21.3477,18.1317,0,0.55,XXXXX,Gaia EDR3 684902835372591104,Gaia DR2 684902835372591104,0,19.59364516,19.601484,nan
2MASS J08561419+3326101,Gaia DR2 713162315727097856,134.059154,33.436142,159.956,4.631,999.0,nan,nan,13.352,0.032,18.2115,0.0072,17.3481,0.0011,19.1234,16.078,0,nan,nan,Gaia EDR3 713162315727097856,Gaia DR2 713162315727097856,1,17.348923,17.348058,nan
2MASS J08561863+3007242,Gaia DR2 705604410237046784,134.077637,30.12339,158.826,5.646,999.0,nan,nan,13.776,0.04,18.537,0.0085,17.7419,0.0011,19.4116,16.4811,0,nan,nan,Gaia EDR3 705604410237046784,Gaia DR2 705604410237046784,1,17.739931,17.741907,nan
2MASS J08562277+1925379,Gaia DR2 660562126130388992,134.094898,19.427214,169.043,1.761,999.0,nan,nan,12.002,0.023,16.245,0.1,15.6351,0.0006,17.1298,14.4641,0,28.6,XXXXX,Gaia EDR3 660562126130388992,Gaia DR2 660562126130388992,0,15.637247,15.63507777,nan
2MASS J08563302+3104059,Gaia DR2 711874547092598400,134.137622,31.068331,157.881,2.401,999.0,nan,nan,12.371,0.023,16.633,0.029,16.1019,0.0007,17.5849,14.9454,0,nan,nan,Gaia EDR3 711874547092598400,Gaia DR2 711874547092598400,1,16.111721,16.101923,nan
2MASS J08565627+6104457,Gaia DR2 1042671863078419840,134.234474,61.079376,159.006,2.652,999.0,nan,nan,13.151,0.035,18.0733,0.0073,17.2321,0.0012,19.0485,15.9743,0,nan,nan,Gaia EDR3 1042671863078419840,Gaia DR2 1042671863078419840,1,17.225332,17.232095,nan
2MASS J08570141+2135240,Gaia DR2 685821481633377920,134.255897,21.590014,172.735,3.889,999.0,nan,nan,12.68,0.024,17.5639,0.0059,16.6766,0.0009,18.4406,15.4054,0,nan,nan,Gaia EDR3 685821481633377920,Gaia DR2 685821481633377920,0,16.688448,16.676591,nan
2MASS J08572531+4227238,Gaia DR2 912818680844651392,134.355475,42.456619,140.427,3.936,999.0,nan,nan,13.805,0.05,19.1595,0.0131,18.0889,0.0015,19.9569,16.7723,0,nan,nan,Gaia EDR3 912818680844651392,Gaia DR2 912818680844651392,1,18.07811,18.08894,nan
2MASS J08575230+1850070,Gaia DR2 612441892365373184,134.467923,18.835285,174.055,9.611,100.0,nan,nan,14.574,0.073,20.0927,0.0218,18.9537,0.0028,20.8239,17.5938,0,nan,nan,Gaia EDR3 612441892365373184,Gaia DR2 612441892365373184,0,18.94357316,18.953725,nan
2MASS J08580074+2815391,Gaia DR2 693283557814366208,134.503117,28.260872,155.104,1.841,999.0,nan,nan,11.782,0.02,15.719,0.02,15.1922,0.0006,16.4783,14.1118,0,nan,nan,Gaia EDR3 693283557814366208,Gaia DR2 693283557814366208,1,15.201494,15.19221648,nan
2MASS J08580110+5727593,Gaia DR2 1037156571018919296,134.50459,57.466476,144.741,2.862,999.0,nan,nan,13.557,0.038,18.5433,0.0091,17.619,0.0012,19.5531,16.329,0,nan,nan,Gaia EDR3 1037156571018919296,Gaia DR2 1037156571018919296,1,17.61258,17.619009,nan
2MASS J08580519+2152462,Gaia DR2 685854913658785024,134.521661,21.879517,202.5,5.61,81.8,nan,nan,13.023,0.026,16.855,0.395,16.6576,0.0008,18.121,15.4963,0,4.049,NYY-Y,Gaia EDR3 685854913658785024,Gaia DR2 685854913658785024,0,16.668941,16.657625,nan
2MASS J08583912+1817113,Gaia DR2 612270540350655616,134.663002,18.286491,156.936,1.433,999.0,nan,nan,9.447,0.018,11.389,0.02,11.4758,0.001,11.9082,10.8119,0,18.66,XXXXX,Gaia EDR3 612270540350655616,Gaia DR2 612270540350655616,1,11.495299,11.47581315,nan
2MASS J08584330+1514089,Gaia DR2 610337873786504320,134.680438,15.235818,192.8,6.151,999.0,nan,nan,13.145,0.028,18.1024,0.007,17.2158,0.0013,19.0457,15.9364,0,nan,nan,Gaia EDR3 610337873786504320,Gaia DR2 610337873786504320,0,17.20845,17.215763,nan
2MASS J08585310+1959314,Gaia DR2 684621669633010176,134.721274,19.992069,154.485,8.356,999.0,nan,nan,14.119,0.057,19.3804,0.0134,18.3597,0.0029,20.1399,17.0403,0,nan,nan,Gaia EDR3 684621669633010176,Gaia DR2 684621669633010176,1,18.35693716,18.3597,nan
2MASS J08591532+2058417,Gaia DR2 684988219321943936,134.813863,20.97827,184.336,5.091,999.0,nan,nan,13.609,0.03,18.4785,0.0083,17.6187,0.0012,19.4109,16.3534,0,1.36,XXXXX,Gaia EDR3 684988219321943936,Gaia DR2 684988219321943936,0,17.614504,17.618702,nan
2MASS J08591686+2216422,Gaia DR2 686255238970316160,134.820267,22.278414,151.499,3.148,999.0,nan,nan,12.931,0.023,17.5529,0.0058,16.7724,0.0009,18.4474,15.5443,0,nan,nan,Gaia EDR3 686255238970316160,Gaia DR2 686255238970316160,1,16.775738,16.772432,nan
2MASS J08592611+2400340,Gaia DR2 686744143687763584,134.858796,24.009468,169.421,3.818,999.0,nan,nan,12.937,0.026,17.4246,0.0056,16.7525,0.0009,18.3752,15.5492,0,14.45,XXXXX,Gaia EDR3 686744143687763584,Gaia DR2 686744143687763584,0,16.753902,16.752515,nan
2MASS J08593784+2149540,Gaia DR2 685106111880337536,134.907707,21.831686,161.501,3.034,58.1,nan,nan,12.078,0.024,16.609,0.529,16.0643,0.0014,17.7813,14.8316,0,nan,nan,Gaia EDR3 685106111880337536,Gaia DR2 685106111880337536,0,16.074774,16.064329,nan
2MASS J08593962+5654594,Gaia DR2 1036363685695809664,134.915117,56.916519,159.84,1.058,999.0,nan,nan,11.539,0.023,15.197,0.048,14.8983,0.0007,16.1214,13.8414,0,nan,nan,Gaia EDR3 1036363685695809664,Gaia DR2 1036363685695809664,1,14.902797,14.89831598,nan
2MASS J08594709+0101323,Gaia DR2 576597714516138880,134.946249,1.025665,219.086,5.311,999.0,nan,nan,13.615,0.052,17.6594,0.0054,17.1781,0.0009,18.5684,16.0289,0,nan,nan,Gaia EDR3 576597714516138880,Gaia DR2 576597714516138880,1,17.181896,17.178054,nan
